filename,original_index
Image_0_LK_CIR_MER_RAB_FOT_127_91.png,23
Image_0_LK_CIR_MER_RAB_FOT_139_91.png,26
Image_0_LK_CIR_MER_RAB_FOT_176_1351.png,51
Image_0_LK_CIR_MER_RAB_FOT_268_91.png,132
Image_0_LK_CIR_MER_RAB_FOT_290_1161.png,151
Image_0_LK_CIR_MER_RAB_FOT_297_401.png,157
Image_0_LK_CIR_MER_RAB_FOT_342_1691.png,199
Image_0_LK_CIR_MER_RAB_FOT_425_1091.png,252
Image_0_LK_CIR_MER_RAB_FOT_461_391.png,287
Image_0_LK_CIR_MER_RAB_FOT_48_291.png,296
Image_0_LK_CIR_MER_RAB_FOT_48_491.png,297
Image_0_LK_CIR_MER_RAB_FOT_48_691.png,298
Image_0_LK_CIR_MER_RAB_FOT_508_91.png,322
Image_0_LK_CIR_MER_RAB_FOT_631_646.png,415
Image_0_LK_CIR_MER_RAB_FOT_632_291.png,416
Image_0_LK_CIR_MER_RAB_FOT_644_576.png,429
Image_0_LK_CIR_MER_RAB_FOT_661_291.png,443
Image_0_LK_CIR_MER_RAB_FOT_687_591.png,468
Image_0_LK_CIR_MER_RAB_FOT_68_391.png,471
Image_0_LK_CIR_MER_RAB_FOT_697_91.png,478
Image_0_LK_CIR_MER_RAB_FOT_902_1091.png,668
Image_0_LK_CIR_MER_RAB_FOT_909_496.png,680
Image_0_LK_CIR_MER_RAB_FOT_918_736.png,691
Image_0_LK_CIR_MER_RAB_FOT_920_176.png,693
Image_0_LK_CIR_MER_RAB_FOT_932_391.png,705
Image_0_LK_CIR_MER_RAB_FOT_950_771.png,720
Image_11_LK_CIR_MER_RAB_FOT_155_986.png,764
Image_11_LK_CIR_MER_RAB_FOT_25_976.png,776
Image_11_LK_CIR_MER_RAB_FOT_34_1081.png,807
Image_12_LK_CIR_MER_RAB_FOT_262_1016.png,896
Image_12_LK_CIR_MER_RAB_FOT_452_286.png,915
Image_12_LK_CIR_MER_RAB_FOT_723_341.png,944
Image_13_LK_CIR_MER_RAB_FOT_509_411.png,1090
Image_13_LK_CIR_MER_RAB_FOT_623_416.png,1128
Image_13_LK_CIR_MER_RAB_FOT_791_551.png,1196
Image_23_LK_CIR_MER_RAB_FOT_323_186.png,1321
Image_23_LK_CIR_MER_RAB_FOT_410_426.png,1344
Image_23_LK_CIR_MER_RAB_FOT_447_186.png,1362
Image_23_LK_CIR_MER_RAB_FOT_475_606.png,1375
Image_23_LK_CIR_MER_RAB_FOT_641_261.png,1438
Image_23_LK_CIR_MER_RAB_FOT_664_236.png,1451
Image_23_LK_CIR_MER_RAB_FOT_691_346.png,1456
Image_23_LK_CIR_MER_RAB_FOT_722_216.png,1461
Image_23_LK_CIR_MER_RAB_FOT_842_261.png,1482
Image_33_LK_CIR_MER_RAB_FOT_277_241.png,1551
Image_33_LK_CIR_MER_RAB_FOT_369_376.png,1558
Image_33_LK_CIR_MER_RAB_FOT_378_176.png,1563
Image_33_LK_CIR_MER_RAB_FOT_55_166.png,1602
Image_33_LK_CIR_MER_RAB_FOT_55_211.png,1606
Image_33_LK_CIR_MER_RAB_FOT_60_321.png,1609
Image_43_LK_CIR_MER_RAB_FOT_171_411.png,1718
Image_43_LK_CIR_MER_RAB_FOT_171_426.png,1720
Image_43_LK_CIR_MER_RAB_FOT_436_286.png,1782
